signal,unit,pair,hole_A,hole_B,factor_type,diff_params,drilling_speed_A,rotation_speed_A,drilling_speed_B,rotation_speed_B,stage,hole,role,N_samples,mean,std,rms,variance,skewness,kurtosis_excess,minimum,maximum,peak_to_peak,p10,p25,p50,p75,p90,iqr,coeff_variation,crest_factor,shape_factor,impulse_factor,autocorr_lag1,autocorr_lag5,first_diff_variance,first_diff_mean_abs,smoothness_index,zero_crossing_rate,mean_crossing_rate,dominant_freq,dominant_freq_power,spectral_centroid,spectral_variance,spectral_skewness,spectral_kurtosis,spectral_entropy,spectral_rolloff_85,band_energy_low_pct,band_energy_mid_pct,band_energy_high_pct,dc_ratio,sample_entropy
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-2,Case-2RCT_3-1,Case-2RCT_3-2,双因素,,,,,,original,Case-2RCT_3-1,A,60,2.125452,0.084394,2.127099,0.007122,0.345814,-0.268573,1.96238,2.357168,0.394789,2.019664,2.053502,2.120826,2.177528,2.23423,0.124026,0.039706,1.108161,1.000775,1.10902,-0.045932,-0.117491,0.01479,0.102201,2.076598,0.59322,0.59322,0.116667,0.113928,0.268681,0.022026,-0.01532,-1.567204,4.379199,0.433333,11.616081,34.70007,53.683849,0.999221,1.658228
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-2,Case-2RCT_3-1,Case-2RCT_3-2,双因素,,,,,,original,Case-2RCT_3-2,B,60,2.345281,0.086138,2.346836,0.00742,0.101538,-0.540081,2.188932,2.533483,0.344551,2.216167,2.283013,2.354194,2.396192,2.458079,0.113179,0.036728,1.079531,1.000663,1.080247,0.333842,0.193106,0.009892,0.082008,1.333129,0.389831,0.389831,0.05,0.239701,0.188286,0.016155,0.648318,-0.41015,3.771769,0.333333,30.610827,41.94645,27.442723,0.999333,2.110213
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-2,Case-2RCT_3-1,Case-2RCT_3-2,双因素,,,,,,final_comm,Case-2RCT_3-1,A,60,2.02057,0.034,2.020852,0.001156,0.297647,-0.589031,1.960891,2.096842,0.135951,1.978075,1.994899,2.0211,2.043359,2.067335,0.048459,0.016827,1.037603,1.000139,1.037748,0.388199,-0.396688,0.001438,0.030873,1.243646,0.389831,0.389831,0.116667,0.207466,0.183644,0.010003,1.171924,0.626652,3.87811,0.316667,5.308391,69.371335,25.320273,0.999861,2.564949
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-2,Case-2RCT_3-1,Case-2RCT_3-2,双因素,,,,,,final_comm,Case-2RCT_3-2,B,60,2.098728,0.032249,2.098972,0.00104,-0.232067,-0.111734,2.003822,2.163027,0.159205,2.06132,2.079444,2.096154,2.124691,2.13914,0.045247,0.015366,1.030517,1.000116,1.030637,0.255326,0.028396,0.001424,0.029364,1.369021,0.440678,0.440678,0.183333,0.269583,0.201408,0.008628,0.478183,0.432386,3.818031,0.283333,7.045204,61.698302,31.256494,0.999883,1.673976
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-3,Case-2RCT_3-1,Case-2RCT_3-3,双因素,,,,,,original,Case-2RCT_3-1,A,60,2.125452,0.084394,2.127099,0.007122,0.345814,-0.268573,1.96238,2.357168,0.394789,2.019664,2.053502,2.120826,2.177528,2.23423,0.124026,0.039706,1.108161,1.000775,1.10902,-0.045932,-0.117491,0.01479,0.102201,2.076598,0.59322,0.59322,0.116667,0.113928,0.268681,0.022026,-0.01532,-1.567204,4.379199,0.433333,11.616081,34.70007,53.683849,0.999221,1.658228
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-3,Case-2RCT_3-1,Case-2RCT_3-3,双因素,,,,,,original,Case-2RCT_3-3,B,60,2.544122,0.093538,2.545812,0.008749,-0.255581,-0.725421,2.341466,2.708554,0.367088,2.407061,2.474536,2.560914,2.615899,2.656239,0.141362,0.036766,1.063925,1.000664,1.064632,0.089832,-0.168067,0.015643,0.097676,1.787862,0.508475,0.508475,0.45,0.132156,0.229456,0.022912,0.307968,-1.375463,4.337843,0.45,29.32379,23.816778,46.859432,0.999336,2.302585
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-3,Case-2RCT_3-1,Case-2RCT_3-3,双因素,,,,,,final_comm,Case-2RCT_3-1,A,60,1.977293,0.045251,1.977802,0.002048,0.388254,-0.485268,1.896797,2.094052,0.197255,1.926227,1.941052,1.973556,2.011123,2.036875,0.070072,0.022886,1.058778,1.000257,1.05905,-0.036813,-0.072719,0.00424,0.055025,2.070754,0.59322,0.59322,0.116667,0.123171,0.2679,0.019607,0.13635,-1.536833,4.32573,0.433333,4.985346,45.360031,49.654623,0.999741,2.251292
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-3,Case-2RCT_3-1,Case-2RCT_3-3,双因素,,,,,,final_comm,Case-2RCT_3-3,B,60,2.017257,0.043491,2.017718,0.001891,0.026308,-0.348202,1.929447,2.125595,0.196147,1.961107,1.984289,2.020863,2.043323,2.076566,0.059035,0.021559,1.053465,1.000229,1.053706,0.023105,-0.137507,0.003647,0.045219,1.928092,0.508475,0.508475,0.45,0.135691,0.2493,0.021171,0.287823,-1.464977,4.304132,0.45,15.57421,38.295494,46.130296,0.999772,1.871802
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-4,Case-2RCT_3-1,Case-2RCT_3-4,双因素,,,,,,original,Case-2RCT_3-1,A,60,2.125452,0.084394,2.127099,0.007122,0.345814,-0.268573,1.96238,2.357168,0.394789,2.019664,2.053502,2.120826,2.177528,2.23423,0.124026,0.039706,1.108161,1.000775,1.10902,-0.045932,-0.117491,0.01479,0.102201,2.076598,0.59322,0.59322,0.116667,0.113928,0.268681,0.022026,-0.01532,-1.567204,4.379199,0.433333,11.616081,34.70007,53.683849,0.999221,1.658228
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-4,Case-2RCT_3-1,Case-2RCT_3-4,双因素,,,,,,original,Case-2RCT_3-4,B,60,2.718181,0.085214,2.719494,0.007262,0.262837,-0.567218,2.542698,2.925024,0.382326,2.612949,2.651751,2.719086,2.768167,2.8508,0.116416,0.03135,1.075577,1.000483,1.076096,0.14964,0.116886,0.012211,0.07829,1.681599,0.389831,0.389831,0.016667,0.091028,0.232381,0.022113,0.186568,-1.042341,4.488421,0.4,22.696499,29.108878,48.194623,0.9995,2.351375
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-4,Case-2RCT_3-1,Case-2RCT_3-4,双因素,,,,,,final_comm,Case-2RCT_3-1,A,60,1.995973,0.039611,1.996359,0.001569,0.399871,-0.432517,1.922545,2.095304,0.172759,1.950482,1.968198,1.988753,2.022388,2.048186,0.05419,0.019845,1.049563,1.000194,1.049766,0.259389,-0.248007,0.002357,0.040335,1.501919,0.389831,0.389831,0.116667,0.173368,0.20777,0.014974,0.808317,-0.628487,4.187524,0.35,9.812942,58.097384,32.089673,0.999806,1.609438
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-4,Case-2RCT_3-1,Case-2RCT_3-4,双因素,,,,,,final_comm,Case-2RCT_3-4,B,60,2.118788,0.03582,2.119086,0.001283,0.468468,-0.289863,2.041196,2.203302,0.162106,2.081818,2.093806,2.111048,2.142491,2.171027,0.048686,0.016906,1.039742,1.000141,1.039888,0.22899,-0.022529,0.001978,0.033091,1.54193,0.389831,0.389831,0.116667,0.145276,0.218434,0.015325,0.655945,-0.376666,4.38224,0.366667,13.571263,48.829844,37.598892,0.999856,2.525729
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-5,Case-2RCT_3-1,Case-2RCT_3-5,双因素,,,,,,original,Case-2RCT_3-1,A,60,2.125452,0.084394,2.127099,0.007122,0.345814,-0.268573,1.96238,2.357168,0.394789,2.019664,2.053502,2.120826,2.177528,2.23423,0.124026,0.039706,1.108161,1.000775,1.10902,-0.045932,-0.117491,0.01479,0.102201,2.076598,0.59322,0.59322,0.116667,0.113928,0.268681,0.022026,-0.01532,-1.567204,4.379199,0.433333,11.616081,34.70007,53.683849,0.999221,1.658228
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-5,Case-2RCT_3-1,Case-2RCT_3-5,双因素,,,,,,original,Case-2RCT_3-5,B,60,2.896535,0.097648,2.898153,0.009535,-0.151296,0.081676,2.603244,3.078845,0.475602,2.777348,2.82533,2.895035,2.958384,3.045679,0.133054,0.033712,1.062348,1.000559,1.062941,0.077287,-0.143857,0.016286,0.101352,1.70797,0.474576,0.474576,0.133333,0.165487,0.226528,0.016202,0.249232,-1.392108,4.101755,0.383333,14.95613,41.216242,43.827628,0.999441,3.044522
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-5,Case-2RCT_3-1,Case-2RCT_3-5,双因素,,,,,,final_comm,Case-2RCT_3-1,A,60,1.987831,0.036758,1.988166,0.001351,0.409548,-0.207439,1.915054,2.077723,0.162669,1.947172,1.96432,1.982257,2.009157,2.03344,0.044838,0.018492,1.045045,1.000168,1.045221,0.457412,-0.240371,0.001504,0.030925,1.112957,0.355932,0.355932,0.116667,0.246194,0.171147,0.007959,1.609336,2.193342,3.749965,0.266667,6.066371,77.407627,16.526002,0.999832,1.558145
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-5,Case-2RCT_3-1,Case-2RCT_3-5,双因素,,,,,,final_comm,Case-2RCT_3-5,B,60,2.108332,0.047301,2.108854,0.002237,-0.597791,1.349676,1.940507,2.200439,0.259932,2.052423,2.08431,2.105732,2.144223,2.162724,0.059914,0.022435,1.043429,1.000247,1.043687,0.382449,-0.266736,0.002335,0.036924,1.043676,0.372881,0.372881,0.133333,0.288396,0.175678,0.008318,1.142848,0.625778,3.492425,0.266667,9.710854,70.31434,19.974806,0.999753,3.295837
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-6,Case-2RCT_3-1,Case-2RCT_3-6,双因素,,,,,,original,Case-2RCT_3-1,A,59,2.124023,0.084383,2.12567,0.007121,0.385858,-0.21216,1.96238,2.357168,0.394789,2.018849,2.053099,2.117277,2.171624,2.23587,0.118525,0.039728,1.108906,1.000775,1.109766,-0.030167,-0.105718,0.014598,0.101164,2.050168,0.586207,0.586207,0.118644,0.139836,0.255353,0.020687,0.114179,-1.521887,4.205088,0.423729,11.047386,39.891731,49.060883,0.999225,1.446919
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-6,Case-2RCT_3-1,Case-2RCT_3-6,双因素,,,,,,original,Case-2RCT_3-6,B,59,3.107501,0.096744,3.108981,0.009359,0.447758,0.027209,2.930026,3.364212,0.434185,2.995535,3.04816,3.098624,3.157174,3.243011,0.109014,0.031132,1.082095,1.000476,1.08261,0.130295,0.006672,0.016044,0.09986,1.714205,0.431034,0.431034,0.050847,0.16708,0.223576,0.017872,0.159677,-1.181591,4.325715,0.372881,23.992985,32.316915,43.6901,0.999524,1.734601
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-6,Case-2RCT_3-1,Case-2RCT_3-6,双因素,,,,,,final_comm,Case-2RCT_3-1,A,59,1.988627,0.045651,1.989142,0.002084,0.411603,-0.446252,1.907152,2.105926,0.198775,1.937616,1.954422,1.98368,2.020029,2.048727,0.065607,0.022956,1.058711,1.000259,1.058985,0.033483,-0.099232,0.004001,0.052628,1.920008,0.586207,0.586207,0.118644,0.188984,0.243932,0.017914,0.349281,-1.424751,4.019746,0.40678,5.587194,51.588816,42.82399,0.999741,2.251292
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_3-6,Case-2RCT_3-1,Case-2RCT_3-6,双因素,,,,,,final_comm,Case-2RCT_3-6,B,59,2.152948,0.045674,2.153424,0.002086,-0.025612,0.011169,2.033401,2.250138,0.216737,2.104612,2.121661,2.150192,2.181823,2.216908,0.060162,0.021215,1.044912,1.000221,1.045143,0.049389,0.10489,0.003839,0.047191,1.840454,0.431034,0.431034,0.169492,0.144039,0.246828,0.014831,0.243988,-1.25177,4.162474,0.40678,8.475599,49.261784,42.262618,0.999779,2.302585
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_5-1,Case-2RCT_3-1,Case-2RCT_5-1,双因素,,,,,,original,Case-2RCT_3-1,A,60,2.125452,0.084394,2.127099,0.007122,0.345814,-0.268573,1.96238,2.357168,0.394789,2.019664,2.053502,2.120826,2.177528,2.23423,0.124026,0.039706,1.108161,1.000775,1.10902,-0.045932,-0.117491,0.01479,0.102201,2.076598,0.59322,0.59322,0.116667,0.113928,0.268681,0.022026,-0.01532,-1.567204,4.379199,0.433333,11.616081,34.70007,53.683849,0.999221,1.658228
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_5-1,Case-2RCT_3-1,Case-2RCT_5-1,双因素,,,,,,original,Case-2RCT_5-1,B,60,4.493495,0.043459,4.493701,0.001889,0.521624,-0.00368,4.423543,4.62945,0.205907,4.445884,4.456364,4.484146,4.528593,4.548514,0.072229,0.009672,1.030209,1.000046,1.030256,0.810493,0.053331,0.000654,0.014874,0.346504,0.135593,0.135593,0.016667,0.217747,0.081837,0.006349,2.332559,6.374212,3.320837,0.133333,64.639805,28.523187,6.837008,0.999954,0.666479
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_5-1,Case-2RCT_3-1,Case-2RCT_5-1,双因素,,,,,,final_comm,Case-2RCT_3-1,A,60,1.983527,0.035639,1.983841,0.00127,0.35008,-0.382795,1.910802,2.063753,0.152951,1.939304,1.960294,1.982739,2.005061,2.030013,0.044767,0.017967,1.040281,1.000159,1.040446,0.46635,-0.270859,0.001393,0.029348,1.097015,0.322034,0.322034,0.116667,0.236502,0.169023,0.006963,1.49456,2.194136,3.763827,0.266667,7.078309,76.029062,16.892629,0.999841,2.036882
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_5-1,Case-2RCT_3-1,Case-2RCT_5-1,双因素,,,,,,final_comm,Case-2RCT_5-1,B,60,2.294584,0.017172,2.294647,0.000295,0.725904,1.491573,2.254024,2.353472,0.099447,2.278404,2.285282,2.290828,2.304834,2.318166,0.019552,0.007484,1.025636,1.000028,1.025664,0.676766,-0.316358,0.000171,0.007888,0.580815,0.152542,0.152542,0.1,0.394765,0.127805,0.005482,1.630539,3.148616,3.354985,0.183333,24.380818,63.706147,11.913036,0.999972,0.97601
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_5-2,Case-2RCT_3-1,Case-2RCT_5-2,双因素,,,,,,original,Case-2RCT_3-1,A,60,2.125452,0.084394,2.127099,0.007122,0.345814,-0.268573,1.96238,2.357168,0.394789,2.019664,2.053502,2.120826,2.177528,2.23423,0.124026,0.039706,1.108161,1.000775,1.10902,-0.045932,-0.117491,0.01479,0.102201,2.076598,0.59322,0.59322,0.116667,0.113928,0.268681,0.022026,-0.01532,-1.567204,4.379199,0.433333,11.616081,34.70007,53.683849,0.999221,1.658228
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_5-2,Case-2RCT_3-1,Case-2RCT_5-2,双因素,,,,,,original,Case-2RCT_5-2,B,60,4.367032,0.079883,4.36775,0.006381,0.381923,-0.451298,4.213133,4.555029,0.341897,4.270576,4.295683,4.372603,4.412277,4.489774,0.116594,0.018292,1.042878,1.000165,1.043049,0.399487,-0.110395,0.007862,0.061004,1.232003,0.322034,0.322034,0.183333,0.148882,0.17842,0.010474,1.023724,0.541688,4.073225,0.283333,21.40081,54.25872,24.34047,0.999835,1.098612
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_5-2,Case-2RCT_3-1,Case-2RCT_5-2,双因素,,,,,,final_comm,Case-2RCT_3-1,A,60,1.985954,0.037586,1.986304,0.001413,0.357925,-0.39568,1.915368,2.07033,0.154962,1.941554,1.960546,1.981661,2.008813,2.03942,0.048267,0.018926,1.042303,1.000176,1.042486,0.383854,-0.310466,0.001782,0.033653,1.261255,0.355932,0.355932,0.116667,0.227052,0.181829,0.007651,0.825748,-0.395722,3.759642,0.316667,6.399377,68.608259,24.992364,0.999824,2.036882
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_5-2,Case-2RCT_3-1,Case-2RCT_5-2,双因素,,,,,,final_comm,Case-2RCT_5-2,B,60,2.313449,0.043812,2.313857,0.001919,0.531922,0.244686,2.231402,2.426903,0.195501,2.258234,2.286854,2.311419,2.340838,2.358461,0.053985,0.018938,1.048856,1.000176,1.049041,0.451028,-0.026286,0.002164,0.032406,1.12763,0.288136,0.288136,0.183333,0.208733,0.171423,0.004464,0.73722,0.478267,3.590354,0.25,10.323115,70.880037,18.796848,0.999824,1.642228
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_7-1,Case-2RCT_3-1,Case-2RCT_7-1,双因素,,,,,,original,Case-2RCT_3-1,A,60,2.125452,0.084394,2.127099,0.007122,0.345814,-0.268573,1.96238,2.357168,0.394789,2.019664,2.053502,2.120826,2.177528,2.23423,0.124026,0.039706,1.108161,1.000775,1.10902,-0.045932,-0.117491,0.01479,0.102201,2.076598,0.59322,0.59322,0.116667,0.113928,0.268681,0.022026,-0.01532,-1.567204,4.379199,0.433333,11.616081,34.70007,53.683849,0.999221,1.658228
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_7-1,Case-2RCT_3-1,Case-2RCT_7-1,双因素,,,,,,original,Case-2RCT_7-1,B,60,2.233686,0.063837,2.234583,0.004075,0.003923,-0.94105,2.107322,2.356617,0.249295,2.155861,2.182686,2.231919,2.291378,2.312686,0.108693,0.028579,1.054611,1.000402,1.055035,0.902634,0.462498,0.000852,0.015032,0.209101,0.101695,0.101695,0.016667,0.607557,0.050825,0.004539,2.864235,9.475352,2.347977,0.083333,86.090518,10.704929,3.204554,0.999599,0.502629
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_7-1,Case-2RCT_3-1,Case-2RCT_7-1,双因素,,,,,,final_comm,Case-2RCT_3-1,A,60,2.054967,0.028322,2.055159,0.000802,0.17647,-0.645634,2.000689,2.124701,0.124013,2.019933,2.034842,2.053505,2.08008,2.090195,0.045239,0.013782,1.033838,1.000093,1.033935,0.419843,-0.140639,0.000945,0.024315,1.17851,0.355932,0.355932,0.066667,0.128554,0.171232,0.012076,0.782218,-0.127197,4.277143,0.283333,33.83947,40.457998,25.702532,0.999906,
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_7-1,Case-2RCT_3-1,Case-2RCT_7-1,双因素,,,,,,final_comm,Case-2RCT_7-1,B,60,2.116693,0.035616,2.116987,0.001269,0.002498,-1.088803,2.04731,2.18583,0.138521,2.069366,2.088858,2.11438,2.151779,2.158047,0.062921,0.016826,1.032519,1.000139,1.032663,0.932602,0.475629,0.000189,0.008515,0.14932,0.118644,0.118644,0.016667,0.621168,0.044858,0.003291,3.184234,12.454797,2.169113,0.083333,90.735348,7.235792,2.028861,0.999861,0.481303
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_7-2,Case-2RCT_3-1,Case-2RCT_7-2,双因素,,,,,,original,Case-2RCT_3-1,A,60,2.125452,0.084394,2.127099,0.007122,0.345814,-0.268573,1.96238,2.357168,0.394789,2.019664,2.053502,2.120826,2.177528,2.23423,0.124026,0.039706,1.108161,1.000775,1.10902,-0.045932,-0.117491,0.01479,0.102201,2.076598,0.59322,0.59322,0.116667,0.113928,0.268681,0.022026,-0.01532,-1.567204,4.379199,0.433333,11.616081,34.70007,53.683849,0.999221,1.658228
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_7-2,Case-2RCT_3-1,Case-2RCT_7-2,双因素,,,,,,original,Case-2RCT_7-2,B,60,2.602756,0.033652,2.60297,0.001132,-0.546509,-0.734461,2.52552,2.654586,0.129065,2.550176,2.57547,2.61343,2.625454,2.640864,0.049984,0.012929,1.01983,1.000082,1.019913,0.880766,0.365899,0.000168,0.007696,0.148382,0.067797,0.067797,0.033333,0.395322,0.049502,0.003015,4.865502,30.324665,2.379558,0.083333,92.175878,6.360696,1.463426,0.999918,0.413012
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_7-2,Case-2RCT_3-1,Case-2RCT_7-2,双因素,,,,,,final_comm,Case-2RCT_3-1,A,60,1.97157,0.034942,1.971874,0.001221,0.374899,-0.440225,1.900965,2.051262,0.150296,1.929468,1.94815,1.970254,1.994174,2.019828,0.046024,0.017723,1.04026,1.000154,1.04042,0.480334,-0.275939,0.001306,0.028507,1.069333,0.355932,0.355932,0.116667,0.208259,0.165949,0.00761,1.517827,2.22687,3.836835,0.266667,10.677815,72.756822,16.565363,0.999845,2.442347
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_7-2,Case-2RCT_3-1,Case-2RCT_7-2,双因素,,,,,,final_comm,Case-2RCT_7-2,B,60,1.999518,0.008792,1.999537,7.7e-05,0.070302,1.675615,1.974846,2.025869,0.051023,1.988387,1.996803,1.998891,2.003355,2.007533,0.006552,0.004397,1.013169,1.00001,1.013179,0.727005,-0.222897,3e-05,0.003379,0.381733,0.135593,0.135593,0.083333,0.397081,0.093552,0.002192,2.399439,13.416667,2.687103,0.133333,66.777852,32.487868,0.73428,0.99999,0.582799
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_7-3,Case-2RCT_3-1,Case-2RCT_7-3,双因素,,,,,,original,Case-2RCT_3-1,A,60,2.125452,0.084394,2.127099,0.007122,0.345814,-0.268573,1.96238,2.357168,0.394789,2.019664,2.053502,2.120826,2.177528,2.23423,0.124026,0.039706,1.108161,1.000775,1.10902,-0.045932,-0.117491,0.01479,0.102201,2.076598,0.59322,0.59322,0.116667,0.113928,0.268681,0.022026,-0.01532,-1.567204,4.379199,0.433333,11.616081,34.70007,53.683849,0.999221,1.658228
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_7-3,Case-2RCT_3-1,Case-2RCT_7-3,双因素,,,,,,original,Case-2RCT_7-3,B,60,2.65813,0.068491,2.658997,0.004691,0.231635,0.109486,2.503014,2.839114,0.336099,2.580653,2.608938,2.655226,2.701482,2.742707,0.092544,0.025767,1.067738,1.000326,1.068087,0.818217,0.242747,0.00176,0.023658,0.37508,0.118644,0.118644,0.033333,0.323255,0.078042,0.007265,2.128344,4.693063,3.242084,0.15,71.810472,21.27453,6.914998,0.999673,0.728239
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_7-3,Case-2RCT_3-1,Case-2RCT_7-3,双因素,,,,,,final_comm,Case-2RCT_3-1,A,60,1.998575,0.036669,1.998906,0.001345,0.359253,-0.40924,1.927639,2.082815,0.155176,1.953114,1.975719,1.998055,2.021212,2.047738,0.045494,0.018348,1.041978,1.000165,1.04215,0.488941,-0.274757,0.001415,0.029679,1.052427,0.322034,0.322034,0.116667,0.238719,0.164708,0.006595,1.580931,2.623617,3.707708,0.25,6.935268,77.913577,15.151156,0.999834,2.944439
pressure,MPa,Case-2RCT_3-1 vs Case-2RCT_7-3,Case-2RCT_3-1,Case-2RCT_7-3,双因素,,,,,,final_comm,Case-2RCT_7-3,B,60,2.117533,0.027076,2.117704,0.000733,-0.003028,1.41183,2.049398,2.201224,0.151827,2.081523,2.103091,2.121928,2.134868,2.138926,0.031776,0.012787,1.039439,1.00008,1.039523,0.617969,-0.073571,0.000538,0.013145,0.733695,0.152542,0.152542,0.1,0.198809,0.132217,0.007178,0.864184,0.774552,3.950245,0.233333,30.708465,57.176409,12.115126,0.99992,0.615761
pressure,MPa,Case-2RCT_3-2 vs Case-2RCT_3-3,Case-2RCT_3-2,Case-2RCT_3-3,双因素,,,,,,original,Case-2RCT_3-2,A,60,2.345281,0.086138,2.346836,0.00742,0.101538,-0.540081,2.188932,2.533483,0.344551,2.216167,2.283013,2.354194,2.396192,2.458079,0.113179,0.036728,1.079531,1.000663,1.080247,0.333842,0.193106,0.009892,0.082008,1.333129,0.389831,0.389831,0.05,0.239701,0.188286,0.016155,0.648318,-0.41015,3.771769,0.333333,30.610827,41.94645,27.442723,0.999333,2.110213
pressure,MPa,Case-2RCT_3-2 vs Case-2RCT_3-3,Case-2RCT_3-2,Case-2RCT_3-3,双因素,,,,,,original,Case-2RCT_3-3,B,60,2.544122,0.093538,2.545812,0.008749,-0.255581,-0.725421,2.341466,2.708554,0.367088,2.407061,2.474536,2.560914,2.615899,2.656239,0.141362,0.036766,1.063925,1.000664,1.064632,0.089832,-0.168067,0.015643,0.097676,1.787862,0.508475,0.508475,0.45,0.132156,0.229456,0.022912,0.307968,-1.375463,4.337843,0.45,29.32379,23.816778,46.859432,0.999336,2.302585
pressure,MPa,Case-2RCT_3-2 vs Case-2RCT_3-3,Case-2RCT_3-2,Case-2RCT_3-3,双因素,,,,,,final_comm,Case-2RCT_3-2,A,60,1.990228,0.037656,1.990579,0.001418,0.012043,-0.741293,1.913771,2.067395,0.153624,1.945131,1.96215,1.993881,2.011788,2.041907,0.049637,0.018921,1.03859,1.000176,1.038773,0.435442,0.118053,0.001541,0.030995,1.086738,0.355932,0.355932,0.183333,0.245082,0.171384,0.009241,0.425165,-0.101697,3.540292,0.266667,27.489321,51.268176,21.242503,0.999824,3.044522
pressure,MPa,Case-2RCT_3-2 vs Case-2RCT_3-3,Case-2RCT_3-2,Case-2RCT_3-3,双因素,,,,,,final_comm,Case-2RCT_3-3,B,60,2.007204,0.038381,2.007565,0.001473,-0.090348,0.774656,1.906542,2.123215,0.216672,1.963689,1.979661,2.012265,2.030291,2.044525,0.05063,0.019122,1.057607,1.00018,1.057797,0.479426,-0.357038,0.001344,0.028535,0.912476,0.305085,0.305085,0.083333,0.175269,0.154951,0.009406,0.955687,0.288641,3.779744,0.283333,41.768832,32.951728,25.27944,0.99982,1.609438
pressure,MPa,Case-2RCT_3-2 vs Case-2RCT_3-4,Case-2RCT_3-2,Case-2RCT_3-4,双因素,,,,,,original,Case-2RCT_3-2,A,60,2.345281,0.086138,2.346836,0.00742,0.101538,-0.540081,2.188932,2.533483,0.344551,2.216167,2.283013,2.354194,2.396192,2.458079,0.113179,0.036728,1.079531,1.000663,1.080247,0.333842,0.193106,0.009892,0.082008,1.333129,0.389831,0.389831,0.05,0.239701,0.188286,0.016155,0.648318,-0.41015,3.771769,0.333333,30.610827,41.94645,27.442723,0.999333,2.110213
pressure,MPa,Case-2RCT_3-2 vs Case-2RCT_3-4,Case-2RCT_3-2,Case-2RCT_3-4,双因素,,,,,,original,Case-2RCT_3-4,B,60,2.718181,0.085214,2.719494,0.007262,0.262837,-0.567218,2.542698,2.925024,0.382326,2.612949,2.651751,2.719086,2.768167,2.8508,0.116416,0.03135,1.075577,1.000483,1.076096,0.14964,0.116886,0.012211,0.07829,1.681599,0.389831,0.389831,0.016667,0.091028,0.232381,0.022113,0.186568,-1.042341,4.488421,0.4,22.696499,29.108878,48.194623,0.9995,2.351375
pressure,MPa,Case-2RCT_3-2 vs Case-2RCT_3-4,Case-2RCT_3-2,Case-2RCT_3-4,双因素,,,,,,final_comm,Case-2RCT_3-2,A,60,2.047471,0.038891,2.047834,0.001512,-0.030138,-0.661075,1.967132,2.122978,0.155846,1.994717,2.018419,2.04581,2.076603,2.098173,0.058185,0.018994,1.036694,1.000177,1.036878,0.320854,0.158489,0.002058,0.038002,1.360392,0.40678,0.40678,0.183333,0.323016,0.195603,0.014987,0.883882,0.096972,3.688861,0.333333,21.272599,53.853685,24.873716,0.999821,2.197225
pressure,MPa,Case-2RCT_3-2 vs Case-2RCT_3-4,Case-2RCT_3-2,Case-2RCT_3-4,双因素,,,,,,final_comm,Case-2RCT_3-4,B,60,2.131598,0.036824,2.131911,0.001356,0.330153,-0.67886,2.065704,2.210503,0.144798,2.083506,2.10803,2.127695,2.156591,2.186392,0.048561,0.017275,1.036864,1.000147,1.037017,0.197735,-0.124064,0.002156,0.036259,1.589918,0.457627,0.457627,0.116667,0.145576,0.237941,0.022345,0.57441,-0.974866,4.290173,0.45,16.36157,43.232833,40.405597,0.999844,2.302585
