signal,unit,pair,hole_A,hole_B,factor_type,diff_params,drilling_speed_A,rotation_speed_A,drilling_speed_B,rotation_speed_B,stage,hole,role,N_samples,mean,std,rms,variance,skewness,kurtosis_excess,minimum,maximum,peak_to_peak,p10,p25,p50,p75,p90,iqr,coeff_variation,crest_factor,shape_factor,impulse_factor,autocorr_lag1,autocorr_lag5,first_diff_variance,first_diff_mean_abs,smoothness_index,zero_crossing_rate,mean_crossing_rate,dominant_freq,dominant_freq_power,spectral_centroid,spectral_variance,spectral_skewness,spectral_kurtosis,spectral_entropy,spectral_rolloff_85,band_energy_low_pct,band_energy_mid_pct,band_energy_high_pct,dc_ratio,sample_entropy
pressure,MPa,Case-2RCT_2-4 vs Case-2RCT_2-6,Case-2RCT_2-4,Case-2RCT_2-6,双因素,,,,,,final_comm,Case-2RCT_2-6,B,60,0.804584,0.030231,0.805142,0.000914,0.123872,-0.038569,0.73894,0.876305,0.137366,0.76423,0.786019,0.806019,0.819664,0.843875,0.033645,0.037574,1.088386,1.000694,1.089141,0.236801,-0.220869,0.001409,0.031058,1.542207,0.525424,0.525424,0.266667,0.227227,0.209672,0.010628,0.598621,-0.202219,3.779978,0.266667,13.406877,43.00468,43.588442,0.999306,1.791759
pressure,MPa,Case-2RCT_2-5 vs Case-2RCT_2-6,Case-2RCT_2-5,Case-2RCT_2-6,双因素,,,,,,original,Case-2RCT_2-5,A,55,1.323177,0.062866,1.324643,0.003952,0.41606,-0.332284,1.205497,1.474584,0.269086,1.261819,1.277282,1.318619,1.364375,1.421521,0.087093,0.047511,1.113194,1.001108,1.114427,0.203238,-0.115442,0.006361,0.064809,1.609555,0.388889,0.388889,0.236364,0.183835,0.21905,0.013836,0.757073,-0.228681,4.122471,0.363636,8.765504,62.849642,28.384854,0.998893,2.70805
pressure,MPa,Case-2RCT_2-5 vs Case-2RCT_2-6,Case-2RCT_2-5,Case-2RCT_2-6,双因素,,,,,,original,Case-2RCT_2-6,B,55,1.419654,0.074023,1.421547,0.005479,0.338453,-0.043969,1.264705,1.609514,0.344809,1.323039,1.379332,1.413451,1.463647,1.508104,0.084315,0.052142,1.132227,1.001334,1.133737,0.053844,-0.035718,0.010544,0.078683,1.924375,0.518519,0.518519,0.254545,0.131977,0.243647,0.018087,0.297416,-1.025136,4.118694,0.454545,17.779055,31.330748,50.890197,0.998667,1.704748
pressure,MPa,Case-2RCT_2-5 vs Case-2RCT_2-6,Case-2RCT_2-5,Case-2RCT_2-6,双因素,,,,,,final_comm,Case-2RCT_2-5,A,55,0.950779,0.030392,0.951255,0.000924,0.456502,-0.389349,0.89742,1.027743,0.130323,0.914,0.927693,0.950202,0.969739,0.989509,0.042046,0.031965,1.080407,1.000501,1.080949,0.369786,-0.113568,0.001191,0.028394,1.289801,0.314815,0.314815,0.109091,0.215048,0.185213,0.006384,0.708176,0.010105,3.578149,0.290909,4.280257,77.930201,17.789541,0.999499,1.99243
pressure,MPa,Case-2RCT_2-5 vs Case-2RCT_2-6,Case-2RCT_2-5,Case-2RCT_2-6,双因素,,,,,,final_comm,Case-2RCT_2-6,B,55,0.979238,0.032936,0.979782,0.001085,0.128966,0.207795,0.914282,1.064619,0.150336,0.92877,0.964166,0.978226,0.995988,1.023138,0.031822,0.033635,1.086587,1.000555,1.08719,0.301974,0.104785,0.001554,0.03037,1.432703,0.37037,0.37037,0.181818,0.206467,0.197525,0.004758,0.177291,0.642616,3.43454,0.272727,5.753587,60.515086,33.731327,0.999445,1.99243
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-2,Case-2RCT_2-1,Case-2RCT_2-2,双因素,,,,,,original,Case-2RCT_2-1,A,60,2.362409,0.232225,2.373606,0.053929,0.632204,0.595176,1.849326,3.080358,1.231031,2.127915,2.20626,2.312066,2.527303,2.678894,0.321043,0.0983,1.297754,1.00474,1.303905,-0.014513,0.081018,0.110597,0.261393,2.050804,0.576271,0.576271,0.2,0.165746,0.258534,0.016416,0.275997,-1.067361,4.290279,0.416667,8.191323,44.851587,46.95709,0.995258,2.335375
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-2,Case-2RCT_2-1,Case-2RCT_2-2,双因素,,,,,,original,Case-2RCT_2-2,B,60,2.805696,0.18182,2.811483,0.033058,0.405441,-0.724438,2.431176,3.206522,0.775346,2.634271,2.669726,2.750899,2.967654,3.045178,0.297928,0.064804,1.140509,1.002063,1.142861,0.034774,-0.224461,0.064449,0.199055,1.949544,0.457627,0.457627,0.5,0.09222,0.255966,0.02459,0.019624,-1.351381,4.466151,0.45,23.319564,19.101752,57.578684,0.99784,2.169054
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-2,Case-2RCT_2-1,Case-2RCT_2-2,双因素,,,,,,final_comm,Case-2RCT_2-1,A,60,2.014926,0.108532,2.017798,0.011779,0.498152,1.673405,1.693454,2.374047,0.680593,1.908366,1.954043,2.002517,2.066235,2.148309,0.112191,0.053864,1.176553,1.001425,1.17823,0.243865,0.011536,0.017912,0.100744,1.520657,0.389831,0.389831,0.2,0.197256,0.211529,0.012591,1.000328,0.1575,4.028618,0.35,7.335151,65.390171,27.274678,0.998572,2.159484
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-2,Case-2RCT_2-1,Case-2RCT_2-2,双因素,,,,,,final_comm,Case-2RCT_2-2,B,60,2.156076,0.078687,2.157488,0.006192,0.154433,-0.69971,1.998973,2.312224,0.313251,2.065273,2.107809,2.142692,2.212033,2.270605,0.104224,0.036495,1.071721,1.000655,1.072422,0.228209,-0.318172,0.009628,0.075561,1.554921,0.389831,0.389831,0.116667,0.10744,0.222404,0.020445,0.569737,-0.87947,4.387418,0.416667,18.707396,40.226226,41.066378,0.999319,
torque,N·m,Case-2RCT_2-1 vs Case-2RCT_2-3,Case-2RCT_2-1,Case-2RCT_2-3,双因素,,,,,,original,Case-2RCT_2-1,A,60,2.362409,0.232225,2.373606,0.053929,0.632204,0.595176,1.849326,3.080358,1.231031,2.127915,2.20626,2.312066,2.527303,2.678894,0.321043,0.0983,1.297754,1.00474,1.303905,-0.014513,0.081018,0.110597,0.261393,2.050804,0.576271,0.576271,0.2,0.165746,0.258534,0.016416,0.275997,-1.067361,4.290279,0.416667,8.191323,44.851587,46.95709,0.995258,2.335375
